GP_Type,Contract_Type,Country,Practice_Type,Gender,Age,Rurality,Region,Practice_Registered_Patients,Weekly Working Hours,Range_of_Gross_Earnings_from_Self_Employment_£,Range_of_Total_Expenses_from_Self_Employment_£,Range_of_Income_Before_Tax_from_Self_Employment_£,Range_of_Total_Income_Before_Tax_£,Sample Count,Estimated Population,Average SE Gross Earnings,Average SE Expenses,Average SE Income Before Tax,Average Emp Gross Earnings,Average Emp Expenses,Average Emp Income Before Tax,Average Tot Gross Earnings,Average Tot Expenses,Average Tot Income Before Tax,EER,Income Before Tax Standard Error,Median Income Before Tax,Average Total Expenses,Average Office and General Business,Average Premises,Average Employee,Average Car and Travel,Average Interest,Average Other,Average Net Capital Allowances,%Zero Office and General Business,%Zero Premises,%Zero Employee,%Zero Car and Travel,%Zero Interest,%Zero Other,%Zero Net Capital Allowances,Count_of_GPs,Percentage_of_GPs_%,Cumulative_Percentage_of_GPs_%,GE Median,GE Q1,GE Q3,GE D1,GE D9,TE Median,IBT Q1,IBT Q3,IBT D1,IBT D9
Contractor,GMS,England,All,All,All,All,All,All,All,"500,000 - 525,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,3.8,66.4,,,,,,,,,,
Contractor,GMS,England,All,All,All,All,All,All,All,"525,000 - 550,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540,3.9,70.3,,,,,,,,,,
Contractor,GMS,England,All,All,All,All,All,All,All,"550,000 - 575,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,3.2,73.5,,,,,,,,,,
Contractor,GMS,England,All,All,All,All,All,All,All,"575,000 - 600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,2.9,76.4,,,,,,,,,,
Contractor,GMS,England,All,All,All,All,All,All,All,"600,000+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3270,23.7,100.1,,,,,,,,,,
Contractor,GMS,England,All,All,All,All,All,"Fewer than 5,000",All,,,,,700,1250,,,,,,,433300,304100,129300,70.2,1655,118100,304100,20800,39300,175300,1800,1800,62900,2200,1,1.7,2,24,62.5,0.4,21.9,,,,,,,,,,,,,
Contractor,GMS,England,All,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,2700,4850,,,,,,,471400,333200,138200,70.7,904,126300,333200,22800,38400,210700,1100,2600,55400,2300,0.5,0.5,0.7,22,51.5,0.1,8.1,,,,,,,,,,,,,
Contractor,GMS,England,All,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,2450,4350,,,,,,,474000,333400,140600,70.3,870,130000,333400,21100,43500,221400,800,3100,41700,1800,0.2,0.3,0.7,17.8,49,0.2,5.9,,,,,,,,,,,,,
Contractor,GMS,England,All,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,1050,1900,,,,,,,495300,353900,141400,71.5,1408,128600,353900,22200,42000,237700,800,3600,45900,1800,0.4,0.5,0.8,13.5,44,0.2,2.1,,,,,,,,,,,,,
Contractor,GMS,England,All,All,All,All,All,"20,000 and over",All,,,,,850,1500,,,,,,,613400,465200,148200,75.8,1779,139300,465200,24000,49800,331900,800,4800,51400,2500,0.2,0.2,0.4,15.9,31.7,,4.3,,,,,,,,,,,,,
Contractor,GMS,England,All,All,All,All,East of England,All,All,,,,,1050,1850,,,,,,,519900,378400,141600,72.8,1372,132200,378400,22300,42800,233600,1300,2700,73500,2100,0.6,0.8,1,5.7,51.7,0.3,4.4,,,,,,,,,,,,,
Contractor,GMS,England,All,All,All,All,London,All,All,,,,,750,1300,,,,,,,506200,355600,150700,70.2,1996,136000,355600,22500,56700,239800,1800,2000,30200,2600,0.1,0.5,1.4,11.8,70.8,0.5,15.1,,,,,,,,,,,,,
Contractor,GMS,England,All,All,All,All,Midlands,All,All,,,,,1900,3350,,,,,,,488600,344100,144400,70.4,1080,132600,344100,23100,42100,217700,1100,2900,55200,2100,0.4,0.4,0.7,16.5,47.6,0.2,6.9,,,,,,,,,,,,,
Contractor,GMS,England,All,All,All,All,North East and Yorkshire,All,All,,,,,950,1700,,,,,,,443800,314600,129300,70.9,1352,121900,314600,19400,39600,209600,800,2400,41000,1700,0.2,0.3,0.3,30.7,50.7,,10.4,,,,,,,,,,,,,
Contractor,GMS,England,All,All,All,All,North West,All,All,,,,,1150,2050,,,,,,,449600,312600,137000,69.5,1420,126000,312600,19400,39200,221600,700,1400,28800,1600,0.8,0.8,0.9,44.2,55.8,0.1,9.3,,,,,,,,,,,,,
Contractor,GMS,England,All,All,All,All,South East of England,All,All,,,,,1400,2500,,,,,,,502100,360200,141900,71.7,1223,129800,360200,23800,39700,234000,800,4400,55200,2300,0.5,0.5,0.6,12.3,40.9,0.1,5.2,,,,,,,,,,,,,
Contractor,GMS,England,All,All,All,All,South West of England,All,All,,,,,550,1050,,,,,,,512400,387600,124800,75.6,1363,120200,387600,24100,34500,260100,600,6800,59100,2400,,0.2,0.7,8.4,18.9,,1.8,,,,,,,,,,,,,
Contractor,GMS,England,All,All,All,Rural,All,All,All,,,,,1400,2700,,,,,,,573300,426400,146800,74.4,1205,135300,426400,24800,36000,239700,1000,4900,117100,2900,0.3,0.5,0.7,12.6,33.9,0.1,3.6,,,,,,,,,,,,,
Contractor,GMS,England,All,All,All,Urban,All,All,All,,,,,6300,11100,,,,,,,466700,328800,138000,70.4,578,126800,328800,21500,43200,224700,1000,2600,33800,1900,0.4,0.5,0.8,20.6,52.1,0.2,8.4,,,,,,,,,,,,,
Contractor,GMS,England,All,All,<40,All,All,All,All,,,,,1100,1950,,,,,,,444600,313500,131100,70.5,1173,123600,313500,19900,37600,206700,700,3500,43300,1800,0.4,0.4,0.8,20.1,46.2,0.1,6.7,,,,,,,,,,,,,
Contractor,GMS,England,All,All,>=40<50,All,All,All,All,,,,,3100,5550,,,,,,,499700,359000,140800,71.8,809,130000,359000,22300,42700,236200,1000,3400,51200,2200,0.3,0.3,0.6,19.5,46.3,0.1,6.5,,,,,,,,,,,,,
Contractor,GMS,England,All,All,>=50<60,All,All,All,All,,,,,2650,4750,,,,,,,501700,359000,142700,71.6,882,131300,359000,22800,43100,235700,1100,2900,51500,2000,0.3,0.3,0.3,17.7,48.9,0.3,7.1,,,,,,,,,,,,,
Contractor,GMS,England,All,All,>=60,All,All,All,All,,,,,900,1550,,,,,,,453700,316200,137500,69.7,1907,123300,316200,22400,40000,198600,1400,2000,49400,2400,1.4,1.8,2.9,20.5,58.5,0.4,12.6,,,,,,,,,,,,,
Contractor,GMS,England,All,Male,All,All,All,All,All,,,,,4100,7350,,,,,,,529200,375500,153600,71,773,142900,375500,23900,44500,244300,1200,3200,56100,2300,0.5,0.6,0.8,19.4,48.3,0.2,7.4,,,,,,,,,,,,,
Contractor,GMS,England,All,Male,<40,All,All,All,All,,,,,550,1000,,,,,,,481200,333000,148200,69.2,1804,136700,333000,20000,40100,217200,700,4000,49100,1900,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,England,All,Male,>=40<50,All,All,All,All,,,,,1550,2750,,,,,,,557400,400000,157500,71.8,1237,146100,400000,24900,46400,262700,1100,3700,58600,2500,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,England,All,Male,>=50<60,All,All,All,All,,,,,1400,2500,,,,,,,545900,388900,157000,71.2,1319,146000,388900,24800,45900,253900,1200,3000,57800,2100,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,England,All,Male,>=60,All,All,All,All,,,,,650,1150,,,,,,,465700,324000,141700,69.6,2299,129400,324000,22800,40400,202300,1500,2000,52400,2600,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,England,All,Female,All,All,All,All,All,,,,,3600,6450,,,,,,,439600,315900,123700,71.9,640,114200,315900,20100,38800,208500,800,2900,43000,1800,0.4,0.4,0.7,18.7,48.8,0.2,7.4,,,,,,,,,,,,,
Contractor,GMS,England,All,Female,<40,All,All,All,All,,,,,550,950,,,,,,,405900,292900,113000,72.2,1286,108500,292900,19800,35000,195600,600,2900,37200,1700,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,England,All,Female,>=40<50,All,All,All,All,,,,,1600,2800,,,,,,,443900,319300,124600,71.9,977,115000,319300,19700,39200,210600,800,3000,44000,1900,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,England,All,Female,>=50<60,All,All,All,All,,,,,1250,2250,,,,,,,451800,325300,126500,72,1065,116600,325300,20500,39800,215200,800,2900,44300,1800,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,England,All,Female,>=60,All,All,All,All,,,,,250,450,,,,,,,422900,296100,126800,70,3341,107200,296100,21300,38800,189300,1200,2200,41600,1700,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,England,Dispensing,All,All,All,All,All,All,,,,,1450,2850,,,,,,,597200,449100,148200,75.2,1252,137000,449100,26100,35000,250600,900,5100,128500,2700,0.2,0.4,0.6,13.7,31,,3.1,,,,,,,,,,,,,
Contractor,GMS,England,Dispensing,All,All,All,All,"Fewer than 5,000",All,,,,,150,300,,,,,,,569000,424400,144600,74.6,4160,135700,424400,23700,33100,196400,1200,3600,164600,1800,,1.4,2.1,20,44.3,,15.7,,,,,,,,,,,,,
Contractor,GMS,England,Dispensing,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,550,1050,,,,,,,605200,458300,146900,75.7,1998,136500,458300,27900,31700,236800,1000,4600,153400,3000,0.4,0.4,0.4,12.8,32.4,,3,,,,,,,,,,,,,
Contractor,GMS,England,Dispensing,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,300,650,,,,,,,580200,428700,151500,73.9,2824,134000,428700,25700,34000,244800,800,5300,115400,2700,,,0.6,13.1,29.3,,1.6,,,,,,,,,,,,,
Contractor,GMS,England,Dispensing,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,250,450,,,,,,,539100,395800,143300,73.4,3329,127000,395800,23700,37000,239500,1000,5400,86700,2400,0.4,0.4,0.4,3.9,26.5,,0.4,,,,,,,,,,,,,
Contractor,GMS,England,Dispensing,All,All,All,All,"20,000 and over",All,,,,,200,400,,,,,,,689900,535500,154400,77.6,2680,150600,535500,26600,44500,348000,700,6800,105600,3300,,,,23.5,26,,,,,,,,,,,,,,,
Contractor,GMS,England,Dispensing,All,All,All,East of England,All,All,,,,,300,650,,,,,,,654800,500200,154600,76.4,2659,144400,500200,22200,39500,274800,1000,3600,156600,2500,0.3,0.3,0.6,2.5,45.7,,2.5,,,,,,,,,,,,,
Contractor,GMS,England,Dispensing,All,All,All,Midlands,All,All,,,,,300,600,,,,,,,613400,455700,157700,74.3,3220,141400,455700,26700,36100,233700,1200,3900,152100,2100,,,0.3,11.9,32.6,,2.9,,,,,,,,,,,,,
Contractor,GMS,England,Dispensing,All,All,All,North East and Yorkshire,All,All,,,,,200,450,,,,,,,506900,373500,133400,73.7,2626,125800,373500,27500,28300,212200,800,4600,98000,2000,0.4,0.9,0.4,31.7,30.4,,5.4,,,,,,,,,,,,,
Contractor,GMS,England,Dispensing,All,All,All,North West,All,All,,,,,50,150,,,,,,,559100,408100,151000,73,4922,144300,408100,23100,37300,231100,400,3100,111600,1400,,,,43.3,43.3,,6,,,,,,,,,,,,,
Contractor,GMS,England,Dispensing,All,All,All,South East of England,All,All,,,,,300,550,,,,,,,605000,449800,155200,74.3,2918,145900,449800,28000,36200,261200,1000,8000,110800,4500,0.4,0.4,0.4,8.5,25.9,,1.4,,,,,,,,,,,,,
Contractor,GMS,England,Dispensing,All,All,All,South West of England,All,All,,,,,200,450,,,,,,,584100,453300,130800,77.6,2235,127000,453300,28300,31400,270200,700,6500,113400,2800,,0.4,1.3,11.7,11.2,,3.1,,,,,,,,,,,,,
Contractor,GMS,England,Dispensing,All,All,Rural,All,All,All,,,,,950,1850,,,,,,,637400,485200,152300,76.1,1573,140800,485200,27100,34800,257900,900,5300,155900,3200,0.2,0.3,0.7,13.2,28.4,,3.7,,,,,,,,,,,,,
Contractor,GMS,England,Dispensing,All,All,Urban,All,All,All,,,,,500,950,,,,,,,520700,380300,140400,73,2038,129800,380300,24300,35300,236700,1000,4700,76500,1900,0.2,0.4,0.2,14.4,36,,1.8,,,,,,,,,,,,,
Contractor,GMS,England,Dispensing,All,<40,All,All,All,All,,,,,200,400,,,,,,,558400,414100,144400,74.1,3191,129700,414100,25600,32500,237200,700,5900,109800,2300,,,,12.3,31.8,,2.4,,,,,,,,,,,,,
Contractor,GMS,England,Dispensing,All,>=40<50,All,All,All,All,,,,,600,1150,,,,,,,616200,468700,147400,76.1,1788,138000,468700,26300,36200,263600,900,5400,133100,3100,,,0.2,13.4,27.8,,1.4,,,,,,,,,,,,,
Contractor,GMS,England,Dispensing,All,>=50<60,All,All,All,All,,,,,500,1000,,,,,,,590400,443000,147400,75,2045,135700,443000,26000,34600,243200,1000,4600,131100,2500,0.2,0.2,0.4,12.6,31.6,,4.1,,,,,,,,,,,,,
Contractor,GMS,England,Dispensing,All,>=60,All,All,All,All,,,,,150,250,,,,,,,602200,440900,161200,73.2,5982,148200,440900,26700,35100,242800,1100,4200,128200,2800,1.6,3.2,4,21.6,42.4,,8,,,,,,,,,,,,,
Contractor,GMS,England,Dispensing,Male,All,All,All,All,All,,,,,800,1550,,,,,,,652000,488400,163700,74.9,1796,152600,488400,28400,37500,271900,1100,5300,141300,2900,0.1,0.3,0.5,13.6,30.4,,2.9,,,,,,,,,,,,,
Contractor,GMS,England,Dispensing,Male,<40,All,All,All,All,,,,,100,250,,,,,,,608300,448900,159400,73.8,4583,150700,448900,26800,34600,257200,800,6500,120600,2400,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,England,Dispensing,Male,>=40<50,All,All,All,All,,,,,300,600,,,,,,,693300,528200,165100,76.2,2655,152800,528200,30500,40000,297300,1100,5700,150100,3500,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,England,Dispensing,Male,>=50<60,All,All,All,All,,,,,300,550,,,,,,,639400,476600,162800,74.5,2967,152200,476600,27000,36000,259800,1200,5000,145100,2500,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,England,Dispensing,Male,>=60,All,All,All,All,,,,,100,200,,,,,,,616100,449300,166800,72.9,6643,156900,449300,28300,38300,247100,1100,3500,128000,2900,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,England,Dispensing,Female,All,All,All,All,All,,,,,650,1250,,,,,,,528600,399800,128800,75.6,1538,121800,399800,23300,31800,224000,800,4900,112600,2600,0.3,0.5,0.6,13.7,31.9,,3.3,,,,,,,,,,,,,
Contractor,GMS,England,Dispensing,Female,<40,All,All,All,All,,,,,100,200,,,,,,,495200,369900,125300,74.7,3891,117900,369900,24100,29900,211800,500,5200,96200,2200,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,England,Dispensing,Female,>=40<50,All,All,All,All,,,,,300,550,,,,,,,536700,407400,129200,75.9,2138,123500,407400,22000,32300,228800,800,5100,115500,2800,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,England,Dispensing,Female,>=50<60,All,All,All,All,,,,,250,450,,,,,,,529000,401000,128000,75.8,2437,119500,401000,24800,32800,222400,800,4200,113500,2500,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,England,Dispensing,Female,>=60,All,All,All,All,,,,,50,50,,,,,,,553800,411900,141900,74.4,13233,130300,411900,21200,24000,228100,1000,6500,128700,2300,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,England,Non-dispensing,All,All,All,All,All,All,,,,,6300,10950,,,,,,,459100,321600,137500,70,571,126500,321600,21100,43600,221700,1000,2500,29800,1900,0.5,0.6,0.8,20.5,53,0.2,8.6,,,,,,,,,,,,,
Contractor,GMS,England,Non-dispensing,All,All,All,All,"Fewer than 5,000",All,,,,,550,950,,,,,,,394200,269400,124800,68.3,1741,113500,269400,20000,41100,169300,2000,1300,33600,2300,1.3,1.8,2,25.2,67.8,0.5,23.7,,,,,,,,,,,,,
Contractor,GMS,England,Non-dispensing,All,All,All,All,"5,000 to fewer than 10,000",All,,,,,2150,3750,,,,,,,433800,298000,135800,68.7,1011,123700,298000,21400,40300,203300,1200,2100,27700,2100,0.5,0.6,0.8,24.6,56.9,0.2,9.5,,,,,,,,,,,,,
Contractor,GMS,England,Non-dispensing,All,All,All,All,"10,000 to fewer than 15,000",All,,,,,2150,3700,,,,,,,455900,317100,138800,69.6,895,129500,317100,20300,45200,217400,800,2700,29100,1700,0.3,0.3,0.7,18.6,52.3,0.2,6.7,,,,,,,,,,,,,
Contractor,GMS,England,Non-dispensing,All,All,All,All,"15,000 to fewer than 20,000",All,,,,,800,1400,,,,,,,481400,340600,140800,70.8,1523,129200,340600,21700,43600,237100,700,3100,32800,1600,0.4,0.5,0.9,16.6,49.6,0.2,2.7,,,,,,,,,,,,,
Contractor,GMS,England,Non-dispensing,All,All,All,All,"20,000 and over",All,,,,,650,1100,,,,,,,585700,439700,146000,75.1,2216,135400,439700,23100,51700,326000,800,4100,31700,2200,0.3,0.3,0.5,13.2,33.8,,5.9,,,,,,,,,,,,,
Contractor,GMS,England,Non-dispensing,All,All,All,East of England,All,All,,,,,700,1250,,,,,,,450400,315500,134800,70.1,1538,127200,315500,22400,44500,212400,1400,2300,30600,1900,0.7,1,1.1,7.3,54.9,0.4,5.4,,,,,,,,,,,,,
Contractor,GMS,England,Non-dispensing,All,All,All,London,All,All,,,,,750,1300,,,,,,,506200,355600,150700,70.2,1996,136000,355600,22500,56700,239800,1800,2000,30200,2600,0.1,0.5,1.4,11.8,70.8,0.5,15.1,,,,,,,,,,,,,
Contractor,GMS,England,Non-dispensing,All,All,All,Midlands,All,All,,,,,1600,2750,,,,,,,460700,319200,141500,69.3,1102,131700,319200,22300,43400,214100,1100,2700,33600,2000,0.4,0.5,0.8,17.6,50.9,0.3,7.8,,,,,,,,,,,,,
Contractor,GMS,England,Non-dispensing,All,All,All,North East and Yorkshire,All,All,,,,,750,1300,,,,,,,421900,294100,127800,69.7,1575,120100,294100,16600,43500,208700,700,1700,21200,1600,0.1,0.1,0.3,30.3,57.8,,12.2,,,,,,,,,,,,,
Contractor,GMS,England,Non-dispensing,All,All,All,North West,All,All,,,,,1100,1900,,,,,,,441900,305900,136000,69.2,1477,124900,305900,19100,39400,220900,700,1200,23000,1600,0.8,0.8,0.9,44.3,56.7,0.1,9.6,,,,,,,,,,,,,
Contractor,GMS,England,Non-dispensing,All,All,All,South East of England,All,All,,,,,1100,1950,,,,,,,472300,334300,138100,70.8,1322,126600,334300,22600,40700,226100,800,3300,39100,1700,0.5,0.5,0.7,13.5,45.3,0.2,6.3,,,,,,,,,,,,,
Contractor,GMS,England,Non-dispensing,All,All,All,South West of England,All,All,,,,,350,600,,,,,,,459900,339500,120400,73.8,1683,111500,339500,21100,36700,252700,500,7000,19300,2100,,,0.3,6.1,24.6,,0.9,,,,,,,,,,,,,
Contractor,GMS,England,Non-dispensing,All,All,Rural,All,All,All,,,,,500,850,,,,,,,429600,294800,134700,68.6,1639,125700,294800,19500,38700,198900,1100,3900,30500,2200,0.4,0.8,0.6,11.2,46.1,0.2,3.4,,,,,,,,,,,,,
Contractor,GMS,England,Non-dispensing,All,All,Urban,All,All,All,,,,,5800,10150,,,,,,,461500,323800,137700,70.2,603,126500,323800,21200,44000,223600,1000,2400,29700,1900,0.5,0.5,0.8,21.2,53.6,0.2,9,,,,,,,,,,,,,
Contractor,GMS,England,Non-dispensing,All,<40,All,All,All,All,,,,,900,1500,,,,,,,413400,286000,127500,69.2,1198,122300,286000,18400,39000,198300,700,2800,25100,1700,0.5,0.6,1,22.2,50.2,0.1,7.9,,,,,,,,,,,,,
Contractor,GMS,England,Non-dispensing,All,>=40<50,All,All,All,All,,,,,2500,4400,,,,,,,469100,330100,139000,70.4,907,128000,330100,21200,44400,229000,1000,2800,29700,2000,0.4,0.4,0.7,21.1,51.1,0.1,7.8,,,,,,,,,,,,,
Contractor,GMS,England,Non-dispensing,All,>=50<60,All,All,All,All,,,,,2150,3750,,,,,,,477800,336400,141400,70.4,974,129700,336400,21900,45300,233700,1100,2500,30000,1800,0.3,0.3,0.3,19.1,53.5,0.3,8,,,,,,,,,,,,,
Contractor,GMS,England,Non-dispensing,All,>=60,All,All,All,All,,,,,750,1300,,,,,,,425800,292700,133100,68.7,1946,116500,292700,21600,40900,190300,1500,1600,34500,2300,1.3,1.6,2.6,20.2,61.5,0.5,13.5,,,,,,,,,,,,,
Contractor,GMS,England,Non-dispensing,Male,All,All,All,All,All,,,,,3350,5800,,,,,,,495800,344900,150900,69.6,852,140000,344900,22700,46300,236800,1200,2700,33000,2200,0.5,0.7,0.9,21,53.1,0.2,8.7,,,,,,,,,,,,,
Contractor,GMS,England,Non-dispensing,Male,<40,All,All,All,All,,,,,450,750,,,,,,,442400,297600,144700,67.3,1879,135100,297600,18000,41800,204900,700,3200,27200,1800,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,England,Non-dispensing,Male,>=40<50,All,All,All,All,,,,,1250,2150,,,,,,,520300,364900,155400,70.1,1395,144600,364900,23400,48100,253200,1100,3200,33600,2300,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,England,Non-dispensing,Male,>=50<60,All,All,All,All,,,,,1100,1950,,,,,,,519100,363800,155400,70.1,1467,144600,363800,24200,48800,252200,1300,2400,32800,2000,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,England,Non-dispensing,Male,>=60,All,All,All,All,,,,,550,950,,,,,,,434700,298200,136500,68.6,2381,119500,298200,21700,40800,193100,1600,1600,36800,2600,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,England,Non-dispensing,Female,All,All,All,All,All,,,,,2950,5200,,,,,,,418100,295600,122500,70.7,701,112700,295600,19300,40500,204800,800,2400,26100,1600,0.4,0.4,0.7,19.9,53,0.2,8.4,,,,,,,,,,,,,
Contractor,GMS,England,Non-dispensing,Female,<40,All,All,All,All,,,,,450,750,,,,,,,384300,274200,110100,71.4,1270,106400,274200,18800,36300,191700,600,2400,22900,1600,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,England,Non-dispensing,Female,>=40<50,All,All,All,All,,,,,1300,2250,,,,,,,420400,297000,123400,70.6,1097,113400,297000,19100,40900,206000,900,2500,26000,1700,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,England,Non-dispensing,Female,>=50<60,All,All,All,All,,,,,1050,1800,,,,,,,432500,306400,126100,70.8,1184,115400,306400,19500,41600,213300,900,2500,27000,1600,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,England,Non-dispensing,Female,>=60,All,All,All,All,,,,,200,400,,,,,,,404000,279400,124600,69.1,3298,104300,279400,21300,40900,183700,1200,1600,29000,1600,,,,,,,,,,,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,All,All,All,All,,,,,800,1450,,,,,,,342500,227200,115300,66.3,994,113200,227200,13800,25300,150200,700,1900,34000,1300,0.3,0.4,1.4,27.4,51.9,,7,,,,307200,239000,414500,185500,547100,189700,86800,137300,67700,167400
Contractor,GMS,Wales,All,All,All,All,All,All,All,,,"0 - 50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3.3,3.3,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,All,All,All,All,,,"50,000 - 75,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,12.1,15.4,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,All,All,All,All,,,"75,000 - 100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,21.6,37,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,All,All,All,All,,,"100,000 - 125,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,27.4,64.4,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,All,All,All,All,,,"125,000+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,35.6,100,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,All,All,All,All,,"0 - 50,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1.1,1.1,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,All,All,All,All,,"50,000 - 75,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1.8,2.9,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,All,All,All,All,,"75,000 - 100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,6.6,9.5,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,All,All,All,All,,"100,000 - 125,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,8.6,18.1,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,All,All,All,All,,"125,000 - 150,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,14.1,32.2,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,All,All,All,All,,"150,000 - 175,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,10.6,42.8,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,All,All,All,All,,"175,000 - 200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,10.6,53.4,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,All,All,All,All,,"200,000 - 225,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,8.5,61.9,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,All,All,All,All,,"225,000 - 250,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,7.1,69,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,All,All,All,All,,"250,000+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,30.9,99.9,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,All,All,All,All,"0 - 125,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2.4,2.4,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,All,All,All,All,"125,000 - 150,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2.5,4.9,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,All,All,All,All,"150,000 - 175,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,3.7,8.6,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,All,All,All,All,"175,000 - 200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,5,13.6,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,All,All,All,All,"200,000 - 225,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,7.3,20.9,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,All,All,All,All,"225,000 - 250,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,8.2,29.1,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,All,All,All,All,"250,000 - 275,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,9.8,38.9,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,All,All,All,All,"275,000 - 300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,8.8,47.7,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,All,All,All,All,"300,000 - 325,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,7.7,55.4,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,All,All,All,All,"325,000 - 350,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,5.7,61.1,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,All,All,All,All,"350,000 - 375,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,6.8,67.9,,,,,,,,,,
Contractor,GMS,Wales,All,All,All,All,All,All,All,"375,000 - 400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,5.6,73.5,,,,,,,,,,
